term,count,topic1,topic2,topic3,source1,source1_count,source2,source2_count,source3,source3_count,source4,source4_count,source5,source5_count,source6,source6_count
distribution,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22distribution%22"", ""124"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22distribution%22"", ""124"")",,,,,,,,,,
inventory,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22inventory%22"", ""118"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22inventory%22"", ""115"")","=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22inventory%22"", ""3"")",,,,,,,,
Program,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Program%22"", ""111"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Program%22"", ""111"")",,,,,,,,,,
MPA,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22MPA%22"", ""111"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22MPA%22"", ""111"")",,,,,,,,,,
Service Definition,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Service+Definition%22"", ""136"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Service+Definition%22"", ""110"")","=HYPERLINK(""http://data.cityofpasadena.net/data.json"", ""City of Pasadena Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22City+of+Pasadena+Data+Portal%22+AND+tags%3A%22Service+Definition%22"", ""17"")","=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22Service+Definition%22"", ""7"")","=HYPERLINK(""http://datalb.longbeach.gov/data.json"", ""City of Long Beach Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22City+of+Long+Beach+Data+Portal%22+AND+tags%3A%22Service+Definition%22"", ""2"")",,,,
sd,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22sd%22"", ""136"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22sd%22"", ""110"")","=HYPERLINK(""http://data.cityofpasadena.net/data.json"", ""City of Pasadena Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22City+of+Pasadena+Data+Portal%22+AND+tags%3A%22sd%22"", ""17"")","=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22sd%22"", ""7"")","=HYPERLINK(""http://datalb.longbeach.gov/data.json"", ""City of Long Beach Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22City+of+Long+Beach+Data+Portal%22+AND+tags%3A%22sd%22"", ""2"")",,,,
ArcGIS,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22ArcGIS%22"", ""136"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22ArcGIS%22"", ""110"")","=HYPERLINK(""http://data.cityofpasadena.net/data.json"", ""City of Pasadena Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22City+of+Pasadena+Data+Portal%22+AND+tags%3A%22ArcGIS%22"", ""17"")","=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22ArcGIS%22"", ""7"")","=HYPERLINK(""http://datalb.longbeach.gov/data.json"", ""City of Long Beach Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22City+of+Long+Beach+Data+Portal%22+AND+tags%3A%22ArcGIS%22"", ""2"")",,,,
Conservation,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Conservation%22"", ""103"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Conservation%22"", ""102"")","=HYPERLINK(""http://gisdata-scag.opendata.arcgis.com/data.json"", ""SCAG GIS Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22SCAG+GIS+Open+Data+Portal%22+AND+tags%3A%22Conservation%22"", ""1"")",,,,,,,,
Baseline,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Baseline%22"", ""102"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Baseline%22"", ""102"")",,,,,,,,,,
Oceans,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Oceans%22"", ""102"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Oceans%22"", ""102"")",,,,,,,,,,
boundaries,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22boundaries%22"", ""180"")",administrative-boundaries,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22boundaries%22"", ""102"")","=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22boundaries%22"", ""76"")","=HYPERLINK(""http://gisdata-scag.opendata.arcgis.com/data.json"", ""SCAG GIS Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22SCAG+GIS+Open+Data+Portal%22+AND+tags%3A%22boundaries%22"", ""1"")","=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22boundaries%22"", ""1"")",,,,
inlandWaters,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22inlandWaters%22"", ""101"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22inlandWaters%22"", ""101"")",,,,,,,,,,
mpup,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22mpup%22"", ""95"")",,,,"=HYPERLINK(""https://data.cms.gov"", ""Centers for Medicare and Medicaid Services Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Medicare+and+Medicaid+Services+Data+Portal%22+AND+tags%3A%22mpup%22"", ""95"")",,,,,,,,,,
Central,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Central%22"", ""89"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Central%22"", ""88"")","=HYPERLINK(""http://datalb.longbeach.gov/data.json"", ""City of Long Beach Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22City+of+Long+Beach+Data+Portal%22+AND+tags%3A%22Central%22"", ""1"")",,,,,,,,
Areas,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Areas%22"", ""89"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Areas%22"", ""88"")","=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22Areas%22"", ""1"")",,,,,,,,
Act,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Act%22"", ""88"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Act%22"", ""88"")",,,,,,,,,,
State,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22State%22"", ""87"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22State%22"", ""87"")",,,,,,,,,,
coastal,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22coastal%22"", ""85"")",water,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22coastal%22"", ""85"")",,,,,,,,,,
Coastal,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Coastal%22"", ""85"")",water,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Coastal%22"", ""85"")",,,,,,,,,,
Coast,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Coast%22"", ""84"")",water,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Coast%22"", ""84"")",,,,,,,,,,
forest,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22forest%22"", ""84"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22forest%22"", ""84"")",,,,,,,,,,
for,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22for%22"", ""82"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22for%22"", ""82"")",,,,,,,,,,
waters,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22waters%22"", ""82"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22waters%22"", ""82"")",,,,,,,,,,
survey,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22survey%22"", ""108"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22survey%22"", ""82"")","=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22survey%22"", ""16"")","=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22survey%22"", ""7"")","=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22survey%22"", ""2"")","=HYPERLINK(""https://data.lacounty.gov"", ""County of Los Angeles Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22County+of+Los+Angeles+Data+Portal%22+AND+tags%3A%22survey%22"", ""1"")",,
ecosystems,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22ecosystems%22"", ""81"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22ecosystems%22"", ""81"")",,,,,,,,,,
Life,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Life%22"", ""80"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Life%22"", ""80"")",,,,,,,,,,
Reserves,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Reserves%22"", ""80"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Reserves%22"", ""80"")",,,,,,,,,,
vegetation,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22vegetation%22"", ""80"")",environment,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22vegetation%22"", ""80"")",,,,,,,,,,
Protection,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Protection%22"", ""80"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Protection%22"", ""80"")",,,,,,,,,,
Marine,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Marine%22"", ""80"")",water,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Marine%22"", ""80"")",,,,,,,,,,
baseline,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22baseline%22"", ""80"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22baseline%22"", ""80"")",,,,,,,,,,
Protected,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Protected%22"", ""80"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Protected%22"", ""80"")",,,,,,,,,,
PISCO,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22PISCO%22"", ""79"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22PISCO%22"", ""79"")",,,,,,,,,,
kelp,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22kelp%22"", ""79"")",water,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22kelp%22"", ""79"")",,,,,,,,,,
transportation,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22transportation%22"", ""92"")",transportation,,,"=HYPERLINK(""http://geohub.lacity.org/data.json"", ""LA City Geo Hub"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22LA+City+Geo+Hub%22+AND+tags%3A%22transportation%22"", ""79"")","=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22transportation%22"", ""4"")","=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22transportation%22"", ""3"")","=HYPERLINK(""http://gisdata-scag.opendata.arcgis.com/data.json"", ""SCAG GIS Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22SCAG+GIS+Open+Data+Portal%22+AND+tags%3A%22transportation%22"", ""2"")","=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22transportation%22"", ""2"")","=HYPERLINK(""https://performance-lacity.data.socrata.com"", ""Performance LA"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Performance+LA%22+AND+tags%3A%22transportation%22"", ""2"")"
Interdisciplinary,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Interdisciplinary%22"", ""78"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Interdisciplinary%22"", ""78"")",,,,,,,,,,
